,id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link
338,US20140218537A1,System and method for disseminating information and implementing medical interventions to facilitate the safe emergence of users from crises ,Michael Nepo,Michael Nepo,2013-02-06,2013-06-26,2014-08-07,,https://patents.google.com/patent/US20140218537A1/en
339,US20120185009A1,Vagal stimulation ,"Lilian Kornet, Cornelussen Richard N M, Ziegler Paul D, Xiaohong Zhou, Eduardo Warman, Kleckner Karen J, Lucy Nichols, Alberto Della Scala","Lilian Kornet, Richard N.M. Cornelussen, Paul D. Ziegler, Xiaohong Zhou, Eduardo Warman, Karen J. Kleckner, Lucy Nichols, Alberto Della Scala",2011-01-19,2012-01-19,2012-07-19,,https://patents.google.com/patent/US20120185009A1/en
340,US20140214111A1,Implantable Electroacupuncture Device and Method for Treating Cardiovascular Disease ,Valencia Technologies Corporation,"Jeffrey H. Greiner, David K. L. Peterson, Chuladatta Thenuwara",2011-09-23,2012-09-19,2014-07-31,,https://patents.google.com/patent/US20140214111A1/en
341,US8278325B2,Nitrogen-containing heteroaryl compounds and methods of use thereof ,"Fibrogen, Inc.","Michael P. Arend, Lee A. Flippin, Volkmar Guenzler-Pukall, Wen-Bin Ho, Eric Turtle, Xiaohui Du",2003-06-06,2011-07-19,2012-10-02,2012-10-02,https://patents.google.com/patent/US8278325B2/en
342,US20120123506A1,Devices and methods for treatment of heart failure and associated conditions ,"Dimitrios Gerogakopoulos, Eric Grant Lovett, Adam Cates","Dimitrios Gerogakopoulos, Eric Grant Lovett, Adam Cates",2008-06-16,2012-01-27,2012-05-17,,https://patents.google.com/patent/US20120123506A1/en
343,US20140074076A1,Non-invasive autonomic nervous system modulation ,"Kona Medical, Inc.",Michael Gertner,2009-10-12,2013-08-30,2014-03-13,,https://patents.google.com/patent/US20140074076A1/en
344,US20140051773A1,Methods for predicting risk of developing hypertension ,"Critical Care Diagnostics, Inc.",James V. Snider,2012-08-16,2013-08-16,2014-02-20,,https://patents.google.com/patent/US20140051773A1/en
345,US20110298706A1,Brainwave actuated apparatus ,Mann W Stephen G,W. Stephen G. Mann,2010-06-04,2011-06-06,2011-12-08,,https://patents.google.com/patent/US20110298706A1/en
346,US20120077789A1,Method for treatment of diseases ,Dmi Acquisition Corp.,David Bar-Or,2009-06-22,2011-12-01,2012-03-29,,https://patents.google.com/patent/US20120077789A1/en
347,US20130072422A1,Compounds for immunoproteasome inhibition ,"Kevin D. Shenk, Francesco Paralati, Mark K. Bennett","Kevin D. Shenk, Francesco Paralati, Mark K. Bennett",2010-03-01,2011-03-01,2013-03-21,,https://patents.google.com/patent/US20130072422A1/en
348,US20120089224A1,Methods and Apparatus for Endovascularly Replacing a Patient's Heart Valve ,"Sadra Medical, Inc.","Ulrich R. Haug, Hans F. Valencia, Robert A. Geshlider, Tom Saul, Amr Salahieh, Dwight P. Morejohn",2003-12-23,2011-12-13,2012-04-12,,https://patents.google.com/patent/US20120089224A1/en
349,US20140235636A1,N-acyloxysulfonamide and n-hydroxy-n-acylsulfonamide derivatives ,"Cardioxyl Pharmaceuticals, Inc., The Johns Hopkins University","John P. Toscano, Art Sutton, Vincent Jacob Kalish, Frederick Arthur Brookfield, Stephen Martin Courtney, Lisa Marie Frost",2009-12-07,2014-04-25,2014-08-21,,https://patents.google.com/patent/US20140235636A1/en
350,US20120129910A1,"Inhibition of Apoptosis-Specific eIF-5A(elF-5A1"") with Antisense Oligonucleotides and siRNA as Anti-Inflammatory Therapeutics ",Senesco Technologies Inc.,"John E. Thompson, Bruce C. Galton, Catherine Taylor, Charles Dinarello, Leonid Reznikov, Adrienne Boone, Marianne Hopkins",2003-03-05,2011-05-02,2012-05-24,,https://patents.google.com/patent/US20120129910A1/en
351,US20120265262A1,"System and apparatus for early detection, prevention, containment or abatement of spread abnormal brain activity ","Flint Hills Scientific, Llc",Ivan Osorio,2009-03-23,2012-04-17,2012-10-18,,https://patents.google.com/patent/US20120265262A1/en
352,CN102940157A,Traditional Chinese medicine feed additive for improving disease resistance of grass carp ,?????????????,"???, ??, ???",2012-12-06,2012-12-06,2013-02-27,,https://patents.google.com/patent/CN102940157A/en
353,US20140200397A1,Method and apparatus for external stabilization of the heart ,"Mardil, Inc.","JaiShankar Raman, P. Sriramo Rao",2001-09-07,2014-03-17,2014-07-17,,https://patents.google.com/patent/US20140200397A1/en
354,US20140214127A1,Implantable Electroacupuncture Device and Method for Treating Dyslipidemia ,Valencia Technologies Corporation,"Jeffrey H. Greiner, David K. L. Peterson, Chuladatta Thenuwara, Stacy O. Greiner",2012-03-06,2013-01-07,2014-07-31,,https://patents.google.com/patent/US20140214127A1/en
355,CN102526674A,Medicine for treating bronchitis and bronchial asthma suffered by children aging from three to seven ,"???, ???","???, ???, ???, ???, ???, ???, ???, ???, ???",2012-02-06,2012-02-06,2012-07-04,,https://patents.google.com/patent/CN102526674A/en
356,US20140094906A1,"Tissue anchors, systems and methods, and devices ","Mitralign, Inc.","Paul A. Spence, Donald S. Baim, Edward I. McNamara, Hiroatsu Sugimoto, Joseph P. Lane, Jason H. Robinson, Aaron M. Call, Steven D. Cahalane, Mark Maguire, Kate E. Traynor",2007-03-13,2013-08-27,2014-04-03,,https://patents.google.com/patent/US20140094906A1/en
357,WO2013037894A1,Disubstituted 5-fluoro pyrimidine derivatives containing a sulfoximine group ,Bayer Intellectual Property Gmbh,"Ulrich LÜCKING, Dirk Kosemund, Arne Scholz, Philip Lienau, Gerhard Siemeister, Ulf Bömer, Rolf Bohlmann",2011-09-16,2012-09-13,2013-03-21,,https://patents.google.com/patent/WO2013037894A1/en
358,CN102940148A,Daily ration for laying hen in middle and later periods of egg laying and traditional Chinese medicine feed additive thereof ,?????????????,"???, ??, ??",2012-12-06,2012-12-06,2013-02-27,,https://patents.google.com/patent/CN102940148A/en
359,US20140074510A1,Personalized Health Score Generator ,"Jennifer Clement McClung, Richard W. Egan, Hsi-Ming Li, Samuel M. Wilkes","Jennifer Clement McClung, Richard W. Egan, Hsi-Ming Li, Samuel M. Wilkes",2012-09-07,2013-09-06,2014-03-13,,https://patents.google.com/patent/US20140074510A1/en
360,US20130121974A1,"Methods of making enhanced, autologous fat grafts ","Cytori Therapeutics, Inc.","John K. Fraser, Marc H. Hedrick",2001-12-07,2012-12-21,2013-05-16,,https://patents.google.com/patent/US20130121974A1/en
361,US8858620B2,Methods and apparatus for endovascularly replacing a heart valve ,Sadra Medical Inc.,"Amr Salahieh, Jean-Pierre Dueri, Hans F. Valencia, Daniel Hildebrand, Brian D. Brandt, Dwight P. Morejohn, Claudio Argento, Tom Saul, Ulrich R. Haug",2003-12-23,2011-06-10,2014-10-14,2014-10-14,https://patents.google.com/patent/US8858620B2/en
362,WO2014118272A1,Antimir-122 oligonucleotide carbohydrate conjugates ,Santaris Pharma A/S,"Nanna ALBÆK, Morten Lindow, Susanne KAMMLER, Henrik Hansen, Mark Turner, Jacob Ravn",2013-01-30,2014-01-30,2014-08-07,,https://patents.google.com/patent/WO2014118272A1/en
363,US20140274889A1,Cardio- and renoprotective antidiabetic therapy ,Boehringer Ingelheim International Gmbh,"Odd-Erik JOHANSEN, Maximilian von EYNATTEN, Thomas Klein, Hans-Juergen Woerle",2013-03-15,2014-03-14,2014-09-18,,https://patents.google.com/patent/US20140274889A1/en
364,US20140276552A1,Physician-Centric Health Care Delivery Platform ,"Linh C. Nguyen, JR., An-Dien Nguyen, Khiem Allen Le","Linh C. Nguyen, JR., An-Dien Nguyen, Khiem Allen Le",2013-03-15,2014-03-14,2014-09-18,,https://patents.google.com/patent/US20140276552A1/en
365,US20130262155A1,System and method for collection and distibution of medical information ,Thomas J. HinKamp,Thomas J. HinKamp,2012-04-03,2013-04-03,2013-10-03,,https://patents.google.com/patent/US20130262155A1/en
366,WO2011133888A1,"Certain amino-pyrimidines, compositions thereof, and methods for their use ","Cytokinetics, Inc.","Zhe Yang, Alex R. Muci, Jeffrey Warrington, Gustave Bergnes, Bradley P. Morgan, Chihyuan Chuang, Antonio Romero, Scott Collibee, Xiangping Qian, Pu-Ping Lu",2010-04-23,2011-04-22,2011-10-27,,https://patents.google.com/patent/WO2011133888A1/en
367,US20140044805A1,"Method of producing substances with supersaturated gas, transdermal delivery device thereof, and uses thereof ","Invisiderm, Llc",Norbert Kiss,2012-01-27,2012-04-19,2014-02-13,,https://patents.google.com/patent/US20140044805A1/en
368,US20110223158A1,Association of levels of hdl-cholesterol apolipoprotein ciii with the risk of coronary heart disease and cardiovascular events ,President And Fellows Of Harvard College,"Frank M. Sacks, Jeremy D. Furtado, Eric Rimm, Majken Jensen",2010-03-12,2011-03-11,2011-09-15,,https://patents.google.com/patent/US20110223158A1/en
369,US20130245389A1,Learning Patient Monitoring and Intervention System ,"Christian P. Schultz, Justinian Rosca, Heiko Claussen, Carolyn Joiner, Steven A. Russell, Nazif Tas","Christian P. Schultz, Justinian Rosca, Heiko Claussen, Carolyn Joiner, Steven A. Russell, Nazif Tas",2012-03-15,2012-12-18,2013-09-19,,https://patents.google.com/patent/US20130245389A1/en
370,WO2012066075A1,Methods of treating fgf21-associated disorders ,"Novartis Ag, Irm Llc","Brian R. Boettcher, Shari L. Caplan, Douglas S. Daniels, Bernhard H. Geierstanger, Norio Hamamatsu, Stuart Licht, Andreas Loew, Stephen Craig Weldon",2010-11-19,2011-11-17,2012-05-24,,https://patents.google.com/patent/WO2012066075A1/en
371,WO2012009715A2,Novel cyclosporin derivatives for the treatment and prevention of a viral infection ,S&T Global Inc.,"Zhuang Su, Zhennian Huang, Zhengyu Long, Suizhou Yang",2010-07-16,2011-07-18,2012-01-19,,https://patents.google.com/patent/WO2012009715A2/en
372,US20120207822A1,Compositions and methods for treatment of cardiovascular disease ,"Stanley Hazen, Zeneng Wang","Stanley Hazen, Zeneng Wang",2011-02-10,2012-02-01,2012-08-16,,https://patents.google.com/patent/US20120207822A1/en
373,CN103156095A,Mixed feed of young broiler chickens and preparation method of feed ,?????????????,"???, ??, ???",2013-04-02,2013-04-02,2013-06-19,,https://patents.google.com/patent/CN103156095A/en
374,US20130267469A1,"Ipa as a therapeutic agent, as a protective agent, and as a biomarker of disease risk ","Counterpoint Health Solutions, Inc.",Wayne Matson,2012-03-28,2013-03-14,2013-10-10,,https://patents.google.com/patent/US20130267469A1/en
375,US20120258958A1,Azaindoles useful as inhibitors of jak and other protein kinases ,Vertex Pharmaceuticals Incorporated,"Francesco Salituro, Luc Farmer, Randy Bethiel, Edmund Harrington, Jeremy Green, John Court, Jon Come, David Lauffer, Alex Aronov, Hayley Binch, Dean Boyall, Jean-Damien Charrier, Simon Everitt, Damien Fraysse, Michael Mortimore, Francoise Pierard, Daniel Robinson, Jian Wang, Joanne Pinder, Tiansheng Wang, Albert Pierce",2004-03-30,2012-04-06,2012-10-11,,https://patents.google.com/patent/US20120258958A1/en
376,US20120185559A1,Dynamically integrating disparate computer-aided dispatch systems ,"Wesley Sr Jonathan K, Ryan Sealy, Mark Severson, Jonathan Featherstone, Nathan Daniels, Erik Cooley, Richard King","Jonathan K. Wesley, SR., Ryan Sealy, Mark Severson, Jonathan Featherstone, Nathan Daniels, Erik Cooley, Richard King",2004-03-02,2011-08-22,2012-07-19,,https://patents.google.com/patent/US20120185559A1/en
377,WO2011126295A2,"Wrapping fermentation method using medicinal leaves, and composition for external skin application using same ","(?)??????, Amorepacific Corporation","Dong Hyun Kim, ???, Jun Seong Park, ???, Jin Sup Shim, ???, Duck Hee Kim, ???, Han Kon Kim, ???, Ok Sub Lee, ???",2010-04-06,2011-04-06,2011-10-13,,https://patents.google.com/patent/WO2011126295A2/en
378,US20130281897A1,"Non-invasive reperfusion system by deformation of remote, superficial arteries at a frequency much greater than the pulse rate ",Ahof Biophysical Systems Inc.,"Andrew Kenneth Hoffmann, Harjit Kaur Gill-Hoffmann",2003-09-04,2013-04-17,2013-10-24,,https://patents.google.com/patent/US20130281897A1/en
379,US20120109155A1,Hand operated device for controlled deployment of a tissue anchor and method of using the same ,"Mitralign, Inc.","Jason H. Robinson, Steven Cahalane, Megan E. Holmes, Christopher C. Lee, Michael W. Sutherland, Aaron M. Call, James M. Sellers, Michael R. Cole, Gregory J. Kenny, Mathew S. Cardinali",2010-10-27,2011-10-26,2012-05-03,,https://patents.google.com/patent/US20120109155A1/en
380,US20140188215A1,Method and apparatus for catheter-based annuloplasty using local plications ,"Mitralign, Inc.","Edwin Hlavka, Jonathan Podmore, Paul A. Spence",2001-04-24,2013-12-19,2014-07-03,,https://patents.google.com/patent/US20140188215A1/en
381,US8419438B2,Interactive education system for teaching patient care ,"Gaumard Scientific Company, Inc.","John S. Eggert, Michael S. Eggert, Alberto Rodriguez",1996-05-08,2011-08-31,2013-04-16,2013-04-16,https://patents.google.com/patent/US8419438B2/en
382,US20120185011A1,Vagal stimulation ,"Medtronic, Inc.","Richard N.M. Cornelussen, Xiaohong Zhou, Robert Stadler, Lilian Kornet",2011-01-19,2012-01-19,2012-07-19,,https://patents.google.com/patent/US20120185011A1/en
383,US20130158656A1,Apparatus for endovascularly replacing a heart valve ,"Boston Scientific Scimed, Inc.","Benjamin Sutton, Brian D. Brandt, David J. Paul",2011-12-20,2012-12-20,2013-06-20,,https://patents.google.com/patent/US20130158656A1/en
384,WO2011104340A1,Thienopyrimidines containing a substituted alkyl group for pharmaceutical compositions ,Boehringer Ingelheim International Gmbh,"Armin Heckel, Frank Himmelsbach, Joerg Kley, Thorsten Lehmann-Lintz, Norbert Redemann, Achim Sauer, Leo Thomas, Dieter Wiedenmayer, Phillip Black, Wesley Blackaby, Ian Linney, Matthias Austen, John Danilewicz, Martin Schneider, Kay Schreiter",2010-02-26,2011-02-25,2011-09-01,,https://patents.google.com/patent/WO2011104340A1/en
385,US20140135592A1,Health band ,Dacadoo Ag,"Peter Ohnemus, Jesper Ohnemus, Andre Naef, David Leason",2012-11-13,2013-11-13,2014-05-15,,https://patents.google.com/patent/US20140135592A1/en
386,US20130096639A1,Electrical muscle controller ,Impulse Dynamics Nv,"Shlomo Ben-Haim, Nissim Darvish, Maier Fenster, Yuval Mika",1996-01-08,2012-10-29,2013-04-18,,https://patents.google.com/patent/US20130096639A1/en
387,US20110178508A1,Systems and Methods for Minimally Invasive Surgical Tools with Haptic Feedback ,Ullrich Christopher J,Christopher J. Ullrich,2010-01-15,2011-01-14,2011-07-21,,https://patents.google.com/patent/US20110178508A1/en
388,US20120129708A1,Compositions and methods for predicting cardiovascular events ,Cleveland Heart Lab,"Bradley Bale, Amy L. Doneen, Jacob Orville",2010-05-19,2011-05-19,2012-05-24,,https://patents.google.com/patent/US20120129708A1/en
389,US20140187519A1,Biomarkers for predicting major adverse events ,The Board Of Trustees Of The Leland Stanford Junior University,"John P. Cooke, Nicholas J. Leeper, Kevin Nead",2012-12-27,2013-12-03,2014-07-03,,https://patents.google.com/patent/US20140187519A1/en
390,US20120052930A1,System and method for the heros journey mythology code of honor video game engine and heros journey code of honor spy games wherein one must fake the enemy's ideology en route to winning ,Dr. Elliot McGucken,Elliot McGucken,2010-06-24,2011-06-24,2012-03-01,,https://patents.google.com/patent/US20120052930A1/en
391,US20110288036A1,Methods for Treating or Preventing Vascular Graft Failure ,"Cynthia Lander, Colleen Brophy, Brandon Seal","Cynthia Lander, Colleen Brophy, Brandon Seal",2010-05-24,2011-05-24,2011-11-24,,https://patents.google.com/patent/US20110288036A1/en
392,US20120058088A1,Resveratrol-Containing Compositions And Methods Of Use ,"Resveratrol Partners, Llc",William Sardi,2010-06-28,2011-06-27,2012-03-08,,https://patents.google.com/patent/US20120058088A1/en
393,WO2013059194A1,"Meldrum 's acid, barbituric acid and pyrazolone derivatives substituted with hydroxylamine as hno donors ",Johns Hopkins University,Daryl A. GUTHRIE,2011-10-17,2012-10-16,2013-04-25,,https://patents.google.com/patent/WO2013059194A1/en
394,US20130210824A1,Substituted fused imidazoles and pyrazoles and use thereof ,Bayer Intellectual Property Gmbh,"Markus Follmann, Johannes-Peter Stasch, Gorden Redlich, Nils Griebenow, Dieter Lang, Frank Wunder, Holger Paulsen, Walter Hübsch",2012-01-11,2013-01-08,2013-08-15,,https://patents.google.com/patent/US20130210824A1/en
395,US8637023B2,Hemojuvelin fusion proteins ,The General Hospital Corporation,"Herbert Y. Lin, Jodie Babitt, Raymond T. Chung, Tarek A. Samad, Alan L. Schneyer, Clifford J. Woolf",2005-02-16,2012-02-28,2014-01-28,2014-01-28,https://patents.google.com/patent/US8637023B2/en
396,US20130005699A1,Methods and products for treatment of diseases ,Dmi Acquisition Corp.,David Bar-Or,2009-06-22,2012-09-07,2013-01-03,,https://patents.google.com/patent/US20130005699A1/en
397,US20110286986A1,Lactoferrin and angiogenin compositions and uses thereof ,Naidu Lp,"A. Satyanarayan Naidu, A.G. Tezus Naidu, A.G. Sreus Naidu",2006-04-28,2011-08-05,2011-11-24,,https://patents.google.com/patent/US20110286986A1/en
398,US20120134967A1,Scaffolds For Cell Transplantation ,"Mooney David J, Ali Omar Abdel-Rahman, Barros E Silva Eduardo Alexandre, Hyun Joon Kong, Hill Jr Elliot Earl, Tanyarut Boontheekul","David J. Mooney, Omar abdel-Rahman Ali, Eduardo Alexandre Barros e Silva, Hyun Joon Kong, Elliot Earl Hill, Jr., Tanyarut Boontheekul",2005-12-13,2011-11-28,2012-05-31,,https://patents.google.com/patent/US20120134967A1/en
399,WO2011133882A1,"Certain amino-pyridazines, compositions thereof, and methods of their use ","Cytokinetics, Inc.","Luke W. Ashcraft, Gustave Bergnes, Scott Collibee, Chihyuan Chuang, Jeff Gardina, Bradley P. Morgan, Alex R. Muci, Xiangping Qian, Jeffrey Warrington, Zhe Yang, Pu-Ping Lu, Antonio Romero",2010-04-23,2011-04-22,2011-10-27,,https://patents.google.com/patent/WO2011133882A1/en
400,US8124090B2,Anti-factor D antibodies and methods of treatment ,Genentech Inc.,"Michael S. C. Fung, William N. C. Sun, Cecily R. Y. Sun",1998-02-20,2011-04-06,2012-02-28,2012-02-28,https://patents.google.com/patent/US8124090B2/en
401,US8685368B2,Polyamides for nucleic acid delivery ,Theresa M. Reineke,Theresa M. Reineke,2003-12-19,2012-07-03,2014-04-01,2014-04-01,https://patents.google.com/patent/US8685368B2/en
402,WO2012000118A1,Short and d-amino acid-containing polypeptides for therapeutic conjugates and uses thereof ,Angiochem Inc.,"Jean-Paul Castaigne, Christian Che, Michel Demeule, Laurence Peslherbe, Carine Thiot",2010-07-02,2011-07-04,2012-01-05,,https://patents.google.com/patent/WO2012000118A1/en
403,US20110152967A1,Non-invasive treatment of neurodegenerative diseases ,"ElectroCore, LLC.","Bruce Simon, Joseph P. Errico, John T. Raffle",2009-03-20,2011-01-12,2011-06-23,,https://patents.google.com/patent/US20110152967A1/en
404,US20120215551A1,Methods and apparatus for identifying unspecified diagnoses in clinical documentation ,"Nuance Communications, Inc.","James R. Flanagan, Frank Montyne, David Decraene, Mariana Casella dos Santos, Marnix Holvoet, Karen Anne Doyle, Roubik Manoukian, Anthony J. Elcocks, Matthew R. Shelton, Scott Abrutyn, Isam Habboush",2011-02-18,2011-02-18,2012-08-23,,https://patents.google.com/patent/US20120215551A1/en
405,US20120215557A1,Methods and apparatus for updating text in clinical documentation ,"Nuance Communications, Inc.","James R. Flanagan, Frank Montyne, David Decraene, Mariana Casella dos Santos, Marnix Holvoet, Joeri Van der Vloet, Johan Raedemaeker",2011-02-18,2011-02-18,2012-08-23,,https://patents.google.com/patent/US20120215557A1/en
406,US20120009158A1,VENTRICULAR INDUCED PLURIPOTENT STEM (ViPS) CELLS FOR GENERATION OF AUTOLOGOUS VENTRICULAR CARDIOMYOCYTES AND USES THEREOF ,The General Hospital Corporation,"Kenneth R. Chien, Huansheng Xu, Byungdoo Alexander Yi",2010-06-18,2011-06-17,2012-01-12,,https://patents.google.com/patent/US20120009158A1/en
407,US20120244139A1,Modified proteases that inhibit complement activation ,"Madison Edwin L, Jack Nguyen, Sandra Waugh Ruggles, Christopher Thanos","Edwin L. Madison, Jack Nguyen, Sandra Waugh Ruggles, Christopher Thanos",2005-10-21,2012-04-30,2012-09-27,,https://patents.google.com/patent/US20120244139A1/en
408,WO2013022982A2,Pegylated tyrosyl-trna synthetase polypeptides ,"Atyr Pharma, Inc.","Jeffry D. Watkins, Ying Ji BUECHLER, Chi-Fang Wu, Minh-Ha DO, Alain P. Vasserot, John D. Mendlein",2011-08-09,2012-08-08,2013-02-14,,https://patents.google.com/patent/WO2013022982A2/en
409,US20130144176A1,Non-invasive blood pressure sensor ,Drexel University,Ryszard M. Lec,2010-06-25,2011-06-24,2013-06-06,,https://patents.google.com/patent/US20130144176A1/en
410,US20110137368A1,Expert system and method ,"Par Lindh, James Kalgren, Stahmann Jeffrey E, Wentkowski Rene H","Par Lindh, James Kalgren, Jeffrey E. Stahmann, Rene H. Wentkowski",2000-12-26,2011-02-15,2011-06-09,,https://patents.google.com/patent/US20110137368A1/en
411,US20130237589A1,Aptamer therapeutics useful in the treatment of complement-related disorders ,Archemix Llc,"Claude Benedict, David Epstein, Charles Wilson, Dilara McCauley, Jeffrey Kurz, Markus Kurz, Thomas Greene McCauley, James Rottman",2005-02-14,2013-03-04,2013-09-12,,https://patents.google.com/patent/US20130237589A1/en
412,DE202012001096U1,Apparatus for carrying out analyzes of driver condition ,automation & software Günther Tausch GmbH,,2012-02-03,2012-02-03,2012-03-08,2012-03-08,https://patents.google.com/patent/DE202012001096U1/en
413,US20130243766A1,Compositions and methods comprising histidyl-trna synthetase splice variants having non-canonical biological activities ,"Pangu Biopharma Limited, Atyr Pharma, Inc.","Jie Zhou, Ching-Fun Lau, Zhiwen XU, Wing-Sze Lo, Kristi Helen Piehl, Leslie Ann Greene",2009-03-16,2013-02-13,2013-09-19,,https://patents.google.com/patent/US20130243766A1/en
414,WO2013174937A1,Substituted pyrrolidines as factor xia inhibitors for the treatment thromboembolic diseases ,"Ono Pharmaceutical Co., Ltd","Akira Imagawa, Takashi Kondo, Taihei NISHIYAMA, Steve Courtney, Chris YARNOLD, Osamu Ichihara, Stuart Flanagan",2012-05-24,2013-05-23,2013-11-28,,https://patents.google.com/patent/WO2013174937A1/en
415,CN202198931U,Portable heart disease first-aid drug delivery device ,"???, ???","???, ???",2011-06-29,2011-06-29,2012-04-25,2012-04-25,https://patents.google.com/patent/CN202198931U/en
416,US20130065827A1,Crystalline Peptide Epoxyketone Immunoproteasome Inhibitor ,Pasit Phiasivongsa,Pasit Phiasivongsa,2010-04-07,2011-04-06,2013-03-14,,https://patents.google.com/patent/US20130065827A1/en
417,US20140152792A1,Physiological biosensor system and method for controlling a vehicle or powered equipment ,Wesley W. O. Krueger,Wesley W. O. Krueger,2011-05-16,2014-02-04,2014-06-05,,https://patents.google.com/patent/US20140152792A1/en
418,US20120329780A1,Novel kinase inhibitors ,Origenis Gmbh,"Michael Thormann, Andreas Treml, Michael Almstetter, Nadine Traube",2011-04-21,2012-04-23,2012-12-27,,https://patents.google.com/patent/US20120329780A1/en
419,US20120315266A1,Detecting complement activation ,"Kypha, Inc.","Paul Olson, Don W. Moss, Nicholas Staten",2010-11-02,2012-05-01,2012-12-13,,https://patents.google.com/patent/US20120315266A1/en
420,US20120108999A1,Method and apparatus for detecting seizures ,"Leininger James R, Herring Russell M, Girouard Michael R, Cavazos Jose E","James R. Leininger, Russell M. Herring, Michael R. Girouard, Jose E. Cavazos",2010-10-15,2011-10-17,2012-05-03,,https://patents.google.com/patent/US20120108999A1/en
421,US8280623B2,Control and systems for autonomously driven vehicles ,"Gray & Company, Inc.","Paul Gerard Trepagnier, Jorge Emilio Nagel, Matthew Taylor Dooner, Michael Thomas Dewenter, Neil Michael Traft, Sergey Drakunov, Powell Kinney, Aaron Lee",2008-10-24,2011-12-28,2012-10-02,2012-10-02,https://patents.google.com/patent/US8280623B2/en
422,WO2012100229A2,Compositions and methods for cardiovascular disease ,The General Hospital Corporation,"Kenneth D. Bloch, Mathias DERWALL, Rajeev Malhotra, Paul B. Yu",2011-01-21,2012-01-20,2012-07-26,,https://patents.google.com/patent/WO2012100229A2/en
423,US8536117B2,Oxidant resistant apolipoprotein A-1 and mimetic peptides ,The Cleveland Clinic Foundation,"Jonathan D. SMITH, Stanley L. Hazen",2007-10-23,2012-02-14,2013-09-17,2013-09-17,https://patents.google.com/patent/US8536117B2/en
424,US20140275886A1,Sensor fusion and probabilistic parameter estimation method and apparatus ,"Streamline Automation, Llc",Rodrigo E. Teixeira,2013-03-14,2013-03-14,2014-09-18,,https://patents.google.com/patent/US20140275886A1/en
425,US20130017176A1,Compositions comprising cardiac stem cells overexpressing specific micrornas and methods of their use in repairing damaged myocardium ,New York Medical College,"Toru Hosoda, Piero Anversa, Annarosa Leri, Jan Kajstura",2008-06-09,2012-06-04,2013-01-17,,https://patents.google.com/patent/US20130017176A1/en
426,WO2014031515A1,"Novel azabenzimidazole hexahydrofuro[3,2-b]furan derivatives ",Merck Sharp & Dohme Corp.,"James M. Apgar, Ashok Arasappan, Tesfaye Biftu, Ping Chen, Danqing Feng, Erin GUIDRY, Jacqueline HICKS, Ahmet Kekec, Kenneth LEAVITT, Bing Li, Troy Mccracken, Iyassu Sebhat, Xiaoxia Qian, Lan Wei, Robert Wilkening, Zhicai Wu",2012-08-22,2013-08-19,2014-02-27,,https://patents.google.com/patent/WO2014031515A1/en
427,WO2014031468A1,"Novel benzimidazole hexahydrofuro[3,2-b]furan derivatives ",Merck Sharp & Dohme Corp.,"James M. Apgar, Ashok Arasappan, Tesfaye Biftu, Ping Chen, Danqing Feng, Erin GUIDRY, Jacqueline D. Hicks, Ahmet Kekec, Kenneth J. Leavitt, Bing Li, Iyassu Sebhat, Xiaoxia Qian, Lan Wei, Robert R. Wilkening, Zhicai Wu",2012-08-22,2013-08-16,2014-02-27,,https://patents.google.com/patent/WO2014031468A1/en
428,US20150012085A1,Repositionable Heart Valve and Method ,"Sadra Medical, Inc.","Amr Salahieh, Brian D. Brandt, Dwight P. Morejohn, Ulrich R. Haug, Jean-Pierre Dueri, Hans F. Valencia, Robert A. Geshlider, Jeff A. Krolik",2003-12-23,2014-09-23,2015-01-08,,https://patents.google.com/patent/US20150012085A1/en
429,CN202939771U,Intelligent home safety monitoring system ,??,??,2012-11-04,2012-11-04,2013-05-15,2013-05-15,https://patents.google.com/patent/CN202939771U/en
430,US20130052172A1,Methods for diagnosing and treating cardiac defects ,John Edward Baker,John Edward Baker,2011-08-26,2012-04-07,2013-02-28,,https://patents.google.com/patent/US20130052172A1/en
431,US20130040016A1,Allergen-free compositions ,Laura Lane BECKER,Laura Lane BECKER,2010-11-12,2012-08-15,2013-02-14,,https://patents.google.com/patent/US20130040016A1/en
432,US20140147454A1,Terminally modified rna ,"Moderna Therapeutics, Inc.","Tirtha Chakraborty, Stephane Bancel, Stephen G. Hoge, Atanu Roy, Antonin de Fougerolles, Noubar B. Afeyan",2012-11-26,2013-10-02,2014-05-29,,https://patents.google.com/patent/US20140147454A1/en
433,US20120078319A1,Stimulation design for neuromodulation ,"Advanced Neuromodulation Systems, Inc.",Dirk De Ridder,2004-10-21,2011-12-08,2012-03-29,,https://patents.google.com/patent/US20120078319A1/en
434,WO2013022846A2,Flavonoid compounds ,"Cardero Therapeutics, Inc.","Cyrus K. BECKER, George F. Schreiner, Sundeep Dugar, Dinesh MAHAJAN",2011-08-05,2012-08-06,2013-02-14,,https://patents.google.com/patent/WO2013022846A2/en
435,WO2011153192A2,Cytochrome p450 inhibitors and uses thereof ,Angion Biomedica Corp.,"Bijoy Panicker, Lambertus . J.W.M. Oehlen, James G. Tarrant, Dong Sung Lim, Xiaokang Zhu, Dawoon Jung, Rama K. Mishra",2010-06-01,2011-06-01,2011-12-08,,https://patents.google.com/patent/WO2011153192A2/en
